phone.number,call.time,duration,connection.id,call.type.id
01 554 1756,06-01-21 14:00,2201.877694,a500f926-25f0-419e-85d5-03ec385c3f29,6
01 554 1756,03-03-21 19:00,537.4105834,fea032be-ca41-4b68-afab-3e6645cb794a,6
028 155 8064,26-02-21 9:00,311.2601054,8eed529a-0c77-450c-9faf-8b504b2ed4f4,6
028 155 8064,20-01-21 5:00,82.79564924,d8a570c9-c22b-41c4-a6d6-bbede5079d5a,6
01 997 3579,22-02-21 23:00,312.6770747,f3c0e7fb-af56-4a49-b367-7b4fd137f980,6
01 974 9479,08-03-21 21:00,393.6362637,0acbeaf4-0f69-491b-8c02-df5396525b23,6
090 529 8247,01-03-21 9:00,394.6314928,c999e398-ef4a-4c18-ba5a-575f7b31d07b,6
090 529 8247,05-02-21 12:00,2349.609127,6cb5351a-1785-482b-be90-91b00050495e,6
090 529 8247,13-01-21 14:00,584.7198483,a94a3142-1320-47be-8bdd-8177382d7178,6
090 529 8247,17-03-21 8:00,514.6648914,d25e8378-4c09-4c71-b1bb-ae7d1e45d514,6
090 529 8247,07-02-21 19:00,3147.651799,52096f16-d7be-4c82-9976-3ed1d4ea77a7,6
090 529 8247,16-02-21 23:00,375.8810624,cd903279-b354-4892-964b-42468b7cc3db,6
01 733 7545,19-01-21 7:00,720.4583476,16055fa0-bc7f-4681-8bf3-dbc851bad9c3,6
01 733 7545,11-01-21 17:00,655.6263946,466ce67b-7cfb-4539-8304-c9120c1dc9b1,6
01 733 7545,07-01-21 12:00,732.0844258,b5d5e84f-624e-4086-9a9c-aa79d6da1634,6
01 733 7545,22-01-21 13:00,1255.574408,4c294a9c-2ce4-4e5a-91b8-7f392963f102,6
064 877 0902,13-02-21 23:00,630.704009,7e3f8f9d-6df1-436d-86e9-50f983016589,6
064 877 0902,07-04-21 15:00,642.4595397,b5afc72b-90da-4ed6-89c0-171971ab2e03,6
069 107 9974,01-03-21 7:00,365.4182174,4514fc89-ece9-4969-98bc-d5ba871f2e60,6
069 107 9974,06-02-21 8:00,497.2939917,d22f6321-b2ff-4c85-8e5d-659a917146cf,6
01 622 1712,23-01-21 16:00,756.1252728,bf9699fc-1201-4995-91f6-56c0505d8e2b,6
01 622 1712,22-02-21 17:00,692.7540465,d733fe59-f0ed-49e7-bbd9-92ad8426d914,6
01 622 1712,05-02-21 7:00,584.5644811,b00014a0-a8f5-4e41-b258-703e48c88de5,6
068 654 6277,05-03-21 7:00,639.8782773,606e9285-5b68-4fbe-9d72-30c62a15dd7a,6
068 654 6277,10-03-21 19:00,3412.85024,ce718dce-2ff2-40ef-be1f-0cb79480f56b,6
057 649 1413,13-04-21 7:00,429.3521868,14cf1045-28eb-4227-909f-9cff62df5162,6
057 649 1413,24-01-21 16:00,1751.911749,eb11502f-f450-42e2-ae44-856b77d2c38e,6
057 649 1413,26-04-21 19:00,647.207711,a2a9a908-297f-4089-97ab-9c83c15d1258,6
057 649 1413,20-03-21 21:00,200.5950351,f0cf4e2b-1113-429e-b7b7-d580ce184d21,6
057 649 1413,21-04-21 20:00,288.605552,29934ddf-db72-4c6a-a16c-14c78e2970de,6
01 953 9223,19-02-21 7:00,575.4270681,12a52fa8-6149-4a5b-9fc6-be18bd488ca3,6
01 953 9223,06-02-21 9:00,332.0483316,837994b0-d423-4098-b691-fec38e0f3f84,6
01 953 9223,01-01-21 22:00,3197.049714,f8e0d66f-262b-47ac-a69b-deac47178949,6
01 953 9223,25-01-21 14:00,705.999865,55671b42-6a89-4f40-99bd-a3fed7809000,6
022 708 9906,15-01-21 6:00,544.1088226,896431bd-edc4-42b8-8d5a-49ab72011c98,6
01 343 6935,23-01-21 11:00,1189.684143,b9563705-ea0c-489c-b10e-826d623208b1,6
093 547 6476,08-01-21 19:00,848.0155326,fb642bb4-9926-4fcf-8da1-33888bee5aa8,6
093 547 6476,21-03-21 9:00,323.2879265,5f9db89f-284b-4109-866d-7082eabfc27c,6
094 104 2173,22-02-21 20:00,845.8616715,75579bd4-3a0b-4296-bb54-7286bacad179,6
094 104 2173,15-01-21 8:00,1572.85957,4b638e25-b479-4f9b-a139-45857c137249,6
094 104 2173,25-03-21 7:00,2058.160366,71dac7b1-d04f-4887-a826-4da82a55769e,6
096 762 4518,14-04-21 14:00,526.2150582,88a49f71-9292-40ee-8002-5ebdbcef99ed,6
096 762 4518,28-03-21 13:00,684.605972,7418886c-4fee-4212-ae59-17278e7d1f8f,6
096 762 4518,04-02-21 21:00,746.7312397,49bc4732-a7cb-4bbb-b2da-18ba54a6946b,6
01 460 2819,22-03-21 11:00,421.839622,20d0f633-d2e0-469e-87cd-252722c17e1e,6
01 460 2819,10-02-21 5:00,974.2327976,fd73b386-15a5-4b9d-baa5-0fe05a53eead,6
01 460 2819,13-01-21 6:00,867.0894586,af626294-cd31-4f6a-a475-045120b17665,6
01 460 2819,27-02-21 13:00,609.003133,4134427d-f74b-44f8-9634-7f05f8b7851d,6
064 273 5904,08-01-21 10:00,1711.83885,bca71340-34cd-4cbb-a15b-c03eb493db64,6
01 101 4205,11-01-21 6:00,1445.717766,add530b3-3b7c-43ce-944b-4489f5d21cfc,6
01 101 4205,07-03-21 9:00,2230.875789,9d22b11d-e4b1-4255-94e2-edc13f45c10e,6
01 101 4205,18-01-21 8:00,2870.128207,e1fadd75-0f23-4ce8-b8f4-b31e0db6451c,6
01 101 4205,23-01-21 21:00,780.9608335,37481830-d7ca-44f2-b2ba-af6e37454e6c,6
01 887 0226,12-02-21 18:00,272.1278011,f8eb45b1-af17-4c84-b9c0-8f291f9104cc,6
01 887 0226,19-02-21 10:00,1379.064046,3e21f0f9-40c5-4e87-a262-8eddaacb0749,6
01 887 0226,19-02-21 18:00,839.9023143,15673f0a-374f-4949-99f7-a383a548b80d,6
01 743 7186,14-04-21 9:00,1022.065434,6926e6dd-9b59-4ac2-9af3-d5c3edbcad71,6
01 743 7186,30-03-21 10:00,644.8114554,6210307b-fa1d-497e-b27c-b5643ef03d3f,6
057 914 2804,31-01-21 10:00,863.7493659,5846fd09-80b2-4d46-bb15-aa252ebd608b,6
057 914 2804,04-02-21 8:00,478.7153334,c25b2c5a-3c7d-48da-b3a0-724323582d81,6
057 914 2804,04-01-21 12:00,475.1376066,75b09161-e8c4-4441-ba31-1a04c33b49be,6
057 914 2804,29-01-21 14:00,2884.009521,2aa93e39-13f3-48b2-a073-f3ce3eba5e5f,6
01 213 2476,11-01-21 20:00,3288.602793,ff1f238e-1317-4e29-a2d1-a3208c43b99f,6
01 213 2476,22-02-21 5:00,579.8760451,6af30ca6-eccb-4872-aa7d-41af8a5ccbac,6
01 213 2476,05-03-21 13:00,1716.138944,15ddfcb9-c36e-4e94-bef9-c2a31e6439b5,6
01 213 2476,28-03-21 9:00,505.4365885,fc525962-1cfc-4578-b511-6046339bdf62,6
01 598 7972,16-03-21 10:00,1214.959746,9557534c-0ef1-4d59-9744-f6e1162d6ebb,6
01 598 7972,04-04-21 20:00,1750.260702,8149ed67-1cae-4b73-981f-9685a8ac2ec5,6
0505 115 5287,20-02-21 9:00,1616.295598,5f5228fb-3490-4f2f-912d-36f3ae1b258b,6
0505 115 5287,02-02-21 18:00,317.5081507,9a5d59eb-fbd7-43b4-ad8b-698afa2604f0,6
0505 115 5287,10-04-21 7:00,473.4991565,dcd2c1fb-efa2-4bcc-b2c5-ecd11f9864a5,6
0505 115 5287,09-03-21 11:00,782.6317042,4953f84f-4310-4d95-aa4c-e8632a91dc1a,6
0505 115 5287,25-02-21 5:00,2245.757884,63af5248-998f-4c67-b06c-76a02954f218,6
069 678 3810,07-02-21 10:00,2005.89105,d32d3bff-1e04-4ab8-9bc3-6a4d98b825a5,6
069 678 3810,17-02-21 13:00,283.3633354,3ad1808d-cf14-440b-942a-b87e265b8e5f,6
069 678 3810,10-04-21 13:00,674.9799207,c25e62ae-8e3f-4138-ab2b-69428217e652,6
064 092 8467,01-01-21 7:00,864.0428322,04b99836-61f9-42ef-bb0d-877cff0e49a0,6
064 092 8467,09-02-21 7:00,647.4131963,7a3d4c1e-b1e8-44af-84b3-2fe0ab44999e,6
064 092 8467,17-04-21 18:00,328.1299158,98b04199-c050-490d-b240-4e1861c49f77,6
090 492 1350,09-02-21 18:00,1069.848368,c6bb2224-77c0-41c5-bafb-bd1a2ca1339e,6
090 492 1350,23-01-21 20:00,868.1750136,590ada39-0457-4743-ab29-ef404264d56a,6
090 492 1350,13-03-21 18:00,869.3468274,447514e5-a1cc-40f4-a312-a8b9404f7052,6
025 938 6435,29-04-21 7:00,2892.131493,c8ca1ed9-fafc-489e-840f-411ec5a1581b,6
023 339 5396,09-03-21 6:00,2501.324345,4c58aec8-6496-4f93-8938-e31b7a099328,6
045 450 0956,12-02-21 10:00,617.7237026,150bca9a-3155-442a-80f3-71bbf696110e,6
045 450 0956,25-03-21 8:00,653.8799214,16a1e515-45c9-40b5-a508-6e30dac5535d,6
01 098 8776,25-03-21 11:00,251.6454708,f681004c-945d-4359-a39e-65d914d9baf8,6
01 098 8776,18-03-21 12:00,586.6125811,cb1fee1c-ad80-4dde-9d39-b694556bc787,6
01 098 8776,25-02-21 18:00,411.8031397,663d2280-b6df-4be6-a307-e84d2a69d3bb,6
071 799 9929,11-03-21 22:00,560.7791077,2ab0c509-04e1-4868-9895-c0303b2ac5f0,6
071 799 9929,06-03-21 20:00,959.6427902,4a053588-22e3-42f0-aeb5-46e4805bbdb9,6
071 799 9929,14-02-21 21:00,1721.648589,f19909da-df0f-4505-be70-3a1c654d9ab6,6
064 793 6987,13-02-21 20:00,814.2325759,64f2b09d-3476-478c-a563-244712b33e9f,6
090 059 9564,28-02-21 16:00,729.8377075,6a25c99b-3141-4242-be1a-2dfed60b3369,6
090 059 9564,10-02-21 19:00,183.877735,0bd74a29-6e7a-4497-9052-13df05d9b546,6
01 391 6604,28-02-21 11:00,271.0520593,ae4ca4da-75ff-46ab-a93b-648ed93f971a,6
01 889 6023,19-01-21 17:00,508.6559773,f28f67fc-834b-475a-aafa-46121eee1be4,6
01 889 6023,07-03-21 11:00,513.3878031,7cfe1ac9-0332-411b-8fb6-09fda772b1ca,6
01 889 6023,08-03-21 6:00,3638.92256,28c0e4aa-1615-441d-94c6-1f79e2fd51c8,6
025 377 2611,20-04-21 11:00,881.1085514,75c25cc9-47f0-42d0-85b8-bf2a3dd1ec86,6
025 377 2611,13-04-21 22:00,488.8552266,d5af1cb6-65c5-402a-bda9-cc7208bb6d00,6
025 377 2611,03-02-21 5:00,2054.828548,76939c37-a5e4-4492-9dfb-d1114cc7ca87,6
025 377 2611,05-04-21 20:00,618.8944588,284f9187-2a36-4008-adfb-7eb2e0750573,6
025 377 2611,01-03-21 19:00,505.3920886,51431709-c2ec-45ae-b907-725fe4a7163a,6
025 377 2611,14-01-21 8:00,596.7682526,53dbef45-fad9-494d-9932-ad0df8ca7eb3,6
063 770 0723,14-04-21 23:00,316.9116036,f81bddc0-20f8-4345-b4e5-abb5e1f4596f,6
063 770 0723,22-02-21 5:00,679.5348836,2d45905e-6f5c-48d4-ab10-f1012f74712d,6
063 770 0723,13-03-21 18:00,1247.261434,acb0a2bc-6db8-4b10-9c76-73067933b4f1,6
063 770 0723,10-01-21 23:00,745.5295956,512b265f-e599-47c4-8107-1f35fda40bdc,6
01 775 6591,07-04-21 5:00,291.1644403,24003fcb-703e-4a0d-be5f-7223f425359d,6
01 198 0288,12-01-21 16:00,590.2317663,d6dbc8a6-9090-48ac-8427-c33363bd3352,6
01 198 0288,01-04-21 8:00,466.0861402,392183bf-3657-4754-b70a-c57a38f0c869,6
01 198 0288,23-03-21 10:00,536.7516714,3f7aad0d-e510-4cca-b08e-eb5827234220,6
01 198 0288,06-02-21 5:00,660.2130125,bdab2211-68d5-4f7e-82f1-01b01211e653,6
01 618 5075,13-01-21 8:00,690.3261857,2ba1ca6f-3801-406f-a784-9ab64a2fe149,6
01 618 5075,26-02-21 19:00,489.2090535,3b20ca6d-26d6-40e4-8cea-8b02361df954,6
094 856 7706,30-03-21 9:00,269.0266049,f0dba7dc-81d9-45dc-af9c-0f76efdc49dc,6
094 856 7706,02-01-21 15:00,675.8754228,eb16c153-9ff3-4a68-a5f1-1b3b6ff56587,6
094 856 7706,20-03-21 12:00,581.5781346,f5760777-a4e0-4f5a-8f1a-5f68b7606fd5,6
094 856 7706,30-01-21 14:00,628.2684029,666432c0-30d3-4899-8c74-0793f4b85a12,6
094 856 7706,24-01-21 23:00,1555.830416,ace6ecab-ef82-440d-9931-63b4b1d870ca,6
094 856 7706,09-02-21 16:00,804.4052071,13957265-893c-474a-b163-55199a17b652,6
01 385 1296,03-03-21 7:00,768.6863097,d7699fdf-0717-4894-9b2e-76e4b639b0d9,6
01 385 1296,23-01-21 23:00,1373.724763,a023b7e7-9ea4-4666-a3c7-bb5096046d08,6
01 385 1296,16-01-21 10:00,758.4298046,334a6d29-9a07-4b1f-bcad-498c3c0ec376,6
01 385 1296,08-03-21 8:00,674.4600099,3ebe7663-b84a-4817-ab61-48868e1acb0c,6
01 385 1296,10-01-21 5:00,436.7895842,95cf34d3-49f1-45db-9abe-40de1982bc27,6
01 385 1296,25-03-21 11:00,597.7015499,046dce27-79e8-4b06-a47c-72dd2745684b,6
01 630 8716,28-01-21 12:00,279.0467158,561303a2-0c25-4f3f-bcb3-533005dd8105,6
01 630 8716,15-01-21 19:00,2606.181553,26b643b1-4aac-43d5-ad32-9fca10a76d33,6
01 630 8716,15-04-21 21:00,3608.888842,8c796ef1-f5b7-43b6-a976-1899e1362365,6
01 630 8716,03-02-21 5:00,437.3591853,c980f858-1a9d-4079-ac28-3202fb1c6712,6
01 630 8716,13-03-21 20:00,372.5118165,383949cd-7533-40a2-8153-2f7b47d348d1,6
01 630 8716,25-02-21 20:00,1406.926713,00276a52-3812-431f-b051-84624292d230,6
01 788 6777,28-02-21 11:00,2016.422325,21bcb21b-2b43-42e1-b5ae-620065b43f8a,6
01 788 6777,11-03-21 19:00,1922.25459,22030712-1c6b-4af0-8fde-abca749ad0fa,6
01 788 6777,01-04-21 17:00,584.5623652,869541fe-e4ff-4898-8bff-c181ffec0ae8,6
058 629 2981,08-02-21 8:00,371.9162861,69d09dde-78cc-4721-8d9c-37242910ec83,6
058 629 2981,15-02-21 5:00,647.7816704,c92b8ad6-7386-4e62-96fd-8f9e31e575a8,6
058 629 2981,07-04-21 23:00,359.3955291,43ba26b8-e198-4f15-922d-427a2f267340,6
058 629 2981,24-03-21 21:00,696.1388745,550586c6-3b2f-4325-bc62-8876e6468eb9,6
058 629 2981,21-03-21 14:00,464.2591031,ef215757-f843-4f20-ae3d-d863c34df6bf,6
058 629 2981,13-02-21 18:00,1216.792812,e2f86d2f-cb4c-4ac4-865e-aa875055235a,6
058 629 2981,24-03-21 21:00,440.8108536,6df35e81-89d9-4eb1-ba3d-b61f75a597fb,6
064 000 0940,25-01-21 15:00,393.5886479,4f2d9ce3-3509-4839-9a13-833bbd9ee45c,6
064 000 0940,01-03-21 6:00,2382.848058,8167420d-3d6a-4129-9afd-513f9f085750,6
064 000 0940,04-04-21 6:00,930.8025677,9d917fba-2fc8-4d06-8795-60ed3cc673dd,6
0402 227 8018,22-01-21 19:00,547.2702596,a3a6276d-cf68-485a-8b07-e5497009c20b,6
01 119 4349,20-01-21 16:00,2272.824886,90cfb5f2-5794-4cc0-960d-dacc7c595953,6
029 724 8343,20-03-21 11:00,833.1140566,c9afa616-e248-4e36-88fe-45370bb99e1f,6
01 798 7572,08-01-21 15:00,1048.673421,4c5430f8-9c32-443f-b715-6ce53823013b,6
0402 555 4901,08-01-21 15:00,340.8188732,26d10d81-6f43-40a5-aaec-de8f6f259334,6
0402 555 4901,05-03-21 12:00,325.8943501,6a3002e2-8886-46cf-99d8-2d2dc54c8b94,6
0402 555 4901,29-03-21 13:00,1245.004255,cd619035-c19e-40c8-a425-03cc34ee856b,6
0402 555 4901,27-01-21 13:00,619.9415992,9edd085a-5c52-4844-a908-4aeb2dea52ce,6
01 344 9240,27-02-21 20:00,282.4100435,72a33526-2659-46fb-af0e-56bcad390fc3,6
01 344 9240,18-04-21 7:00,753.7986122,a7461459-2dd9-4300-8528-9f56fb501a63,6
01 344 9240,11-01-21 12:00,471.7339923,c62bdd4b-a508-4a96-8ed0-3614c789e77d,6
01 344 9240,08-03-21 11:00,2525.2894,ac7d2df9-74f7-46a3-9fdd-06d8badb34d9,6
01 818 3483,24-03-21 14:00,226.1246639,fcddfa2d-9c36-4f38-be89-995494288305,6
01 818 3483,23-01-21 16:00,415.055334,3885c5e4-843f-4f5a-9447-86d64433ea77,6
041 756 4945,02-04-21 21:00,420.5950779,d28c65cb-8951-4104-a5a3-055329ca2070,6
041 756 4945,24-04-21 16:00,890.0857223,ee4cfc18-2a13-4ab5-854c-ebc0847081b5,6
01 887 1822,26-02-21 5:00,479.6197638,76220902-40e1-4433-a487-aa6c824b7d4a,6
029 106 7150,22-04-21 14:00,715.0812078,45b256b7-a408-4de2-9d3a-13db063eaa99,6
029 106 7150,03-02-21 21:00,106.0185209,cb97a48b-7b87-41ef-aaac-f5fba22f497f,6
029 106 7150,27-04-21 23:00,1910.030394,803eedeb-79cc-46ac-bc58-f6e54697e90d,6
029 106 7150,25-03-21 6:00,3056.491323,3566e7d4-7f0c-4c05-a524-595ae8876304,6
029 106 7150,04-02-21 7:00,622.3467375,75bdd0a5-56ab-4315-a432-0f788d4406b4,6
029 106 7150,16-03-21 17:00,493.2784301,4d0537c6-1184-4125-82ca-f9f8ddee7fca,6
029 106 7150,29-04-21 21:00,2487.341202,5d344bff-2b41-402f-a22e-d528063c6732,6
044 979 4897,22-02-21 8:00,359.9011009,8cb3a0d8-64ac-4f55-8d2c-d18aea47d6a4,6
044 979 4897,21-03-21 15:00,238.586955,58c8f975-a8c8-40f2-9781-a46e855ee173,6
044 979 4897,16-01-21 8:00,418.1962062,84911997-2b31-46b6-9e99-136612d8259c,6
044 979 4897,27-01-21 22:00,975.6791314,9e4d3455-2e2b-4a56-9c77-f7bf9cc4d870,6
044 979 4897,24-04-21 7:00,729.4331083,b35ae3ce-e7d0-4a34-ba28-58e365b97685,6
099 959 2978,10-02-21 12:00,850.0622613,14fb7102-c330-48f0-bd15-842f337174ad,6
056 421 2038,05-01-21 14:00,872.1605415,327a7348-5372-4761-a46c-2f0100368d26,6
01 171 5319,18-02-21 13:00,1553.314931,ee485fe7-d942-4752-bf8b-4e3ad48ea864,6
01 171 5319,05-02-21 23:00,615.018936,ed1cba16-b03f-4349-b2c1-0db3b808ed48,6
024 315 2525,23-01-21 15:00,806.1997213,e6abb42b-62cc-4c9f-8fe5-96dcfbe02e91,6
024 315 2525,16-04-21 21:00,3290.192535,7ae156c9-abc4-4688-a84d-64ac2da9bcb3,6
024 315 2525,04-01-21 23:00,2597.193687,8ffb97f1-43ce-473a-a4af-13b10c88a44f,6
024 315 2525,20-01-21 5:00,2033.069592,4a313ec0-131e-4677-96fc-55269864903b,6
01 865 9552,13-03-21 9:00,702.2655667,744099c4-a420-4c85-a680-554801692633,6
01 865 9552,14-03-21 7:00,678.4735625,02752332-beab-48d3-8229-6596d7e79bfd,6
01 865 9552,21-02-21 21:00,1166.499948,73ed3df9-f9dd-4786-b51e-ee80ac9b8330,6
01 865 9552,05-03-21 13:00,565.9894335,1e0c7558-0a98-41b9-b056-4f54998d6438,6
063 785 3626,15-03-21 9:00,616.6014045,1f71ec1d-b6ab-478d-a824-b605c0e4cee4,6
047 019 3244,17-03-21 21:00,937.7408777,48e02339-ef22-4eac-8ca1-dfb6b1a6f399,6
098 223 3747,12-03-21 5:00,695.6649166,42e222de-9f81-43ea-8e7f-dd1347085c0e,6
098 223 3747,26-01-21 16:00,312.9885621,f1b5cae4-8b70-46b2-8bd8-1657ba14c1e1,6
098 223 3747,06-04-21 11:00,460.181276,4003616e-d528-4099-9e76-e6df17466406,6
0402 891 3917,26-01-21 22:00,383.6698651,acd23abe-bd36-4b11-a474-b5fe9f423c66,6
0404 218 4348,02-03-21 8:00,813.4059422,ec8a46e7-dea6-41f5-9509-c67f4ecb979c,6
0404 218 4348,08-04-21 10:00,853.5909921,bc85a480-dfc0-4744-ae3e-7c14b721bda0,6
0404 218 4348,14-01-21 21:00,144.111498,2e2912a7-1b58-4dfb-8c42-c204866ed01b,6
01 483 9624,20-02-21 11:00,2481.491641,ff82dea1-972f-485c-be02-c6ad81dffd82,6
01 483 9624,10-02-21 6:00,762.2107743,1026e86e-e330-4523-9413-b60ca55572ea,6
044 962 0746,11-02-21 21:00,713.0584649,45b7fdf4-6898-4a46-8b73-de690fe9040a,6
01 421 0869,27-03-21 16:00,686.5274216,1eaf67c8-606f-44d9-a8fe-36b5894f7313,6
01 421 0869,28-02-21 11:00,3516.834626,38083ddf-68d3-400a-895e-d062285981e2,6
01 421 0869,11-02-21 17:00,801.2148458,ea693a1e-d407-4441-91f0-5491b643eb45,6
01 421 0869,22-04-21 23:00,371.0678478,d102c76c-52b9-4ab6-bfef-d8a58523dd62,6
01 421 0869,09-03-21 5:00,491.9683109,bb798aca-941c-4c8b-9ce3-9d35c57ca260,6
01 421 0869,11-04-21 15:00,865.7637001,0e47a63b-1423-4616-a08c-37cbf7346d94,6
021 894 4885,23-02-21 12:00,619.6105584,5f4235e0-3126-43f2-adc8-431c7d397cce,6
021 894 4885,03-01-21 22:00,760.7815467,ced83cea-2d95-4654-b6e2-580a01ddab66,6
021 894 4885,07-01-21 8:00,576.1098886,5f29a860-0197-462d-b614-310d38b1e97d,6
021 894 4885,19-04-21 16:00,151.2005322,0af881cc-4645-4ac9-9039-cc908d9c6fd6,6
